"beta" "gamma"
"699" 2.92098439764231 2.1516631077975
"700" 0.738793564960361 1.39596468536183
"701" 3.09774386929348 2.21014621318318
"702" 2.58864833042026 1.80998552241363
"703" 2.44954630499706 1.85751461656764
"704" 1.52852716622874 2.29158369125798
"705" 0.982499346137047 1.26350299804471
"706" 4.51117335818708 1.63339091814123
"707" 2.75423733517528 1.32954381057061
"708" 1.505498487968 1.23147151898593
"709" 1.79415492806584 1.59046940854751
"710" 1.45398670807481 2.16287513263524
"711" 1.70208977302536 1.21606705244631
"712" 2.06368399318308 1.86616312130354
"713" 3.53355448460206 2.81796267838217
"714" 1.78286927985027 0.74470997788012
"715" 1.64899110794067 0.923901142086834
"716" 2.55792119773105 2.75686061591841
"717" 2.237723399885 0.914231583010405
"718" 1.69017888838425 1.71518221031874
"719" 2.30378214502707 0.55848580552265
"720" 2.36463929293677 0.998881554696709
"721" 1.82884596055374 1.17056464310735
"722" 1.81746893562376 1.21492484235205
"723" 2.45525190839544 1.07459619874135
"724" 1.12660887651145 1.28155696787871
"725" 1.67707970598713 1.13428635988384
"726" 1.70334975002334 0.840229584136978
"727" 3.62587274517864 2.86663908860646
"728" 2.62344251153991 1.70093710999936
"729" 1.32380559109151 1.70050831395201
"730" 1.8798422277905 1.0974993032869
"731" 1.87724676216021 1.22733071446419
"732" 0.857553533278406 0.961900675902143
"733" 2.77890084544197 1.3138881244231
"734" 2.27674572030082 2.46535670710728
"735" 2.42496093967929 2.39488217630424
"736" 2.4094644212164 1.2183973332867
"737" 2.0845360099338 1.44898939295672
"738" 1.59341311547905 1.37628178810701
"739" 1.5535731613636 1.96053139399737
"740" 2.65145915793255 2.35082061961293
"741" 1.21558150276542 1.12257151515223
"742" 1.19947818107903 0.878739112522453
"743" 2.01982497936115 1.22567815356888
"744" 2.32063217321411 0.881034866906703
"745" 1.40821760520339 0.817560245050117
"746" 2.86464928183705 1.75008596037515
"747" 1.65050224866718 1.28617339883931
"748" 1.98120274813846 1.96045584860258
"749" 2.48073915950954 2.05852197832428
"750" 3.38605422526598 1.50770754087716
"751" 3.03493493702263 4.0156794176437
"752" 2.62426758185029 1.28495608223602
"753" 0.781853285152465 0.511787520954385
"754" 2.26930361241102 1.33561321068555
"755" 3.2600421179086 1.76518078544177
"756" 2.11724954191595 1.04773038765416
"757" 1.71179089928046 2.00227034511045
"758" 1.81778553407639 0.84106657304801
"759" 2.61909605003893 1.99450655374676
"760" 1.18320774985477 0.81982803880237
"761" 2.78108674567193 1.81930671446025
"762" 1.34618390584365 1.03633605642244
"763" 1.34584547253326 1.5026493370533
"764" 4.88449074095115 2.68124126479961
"765" 2.36174365505576 1.21572345495224
"766" 3.07696907315403 1.78570634569041
"767" 3.42639480251819 2.0506600139197
"768" 2.12982767028734 2.63157065259293
"769" 1.70814304379746 1.60995596670546
"770" 1.39307409059256 0.976154499221593
"771" 2.34972863225266 0.622649849392474
"772" 2.7390925376676 2.40346551057883
"773" 2.45432964293286 1.46966221276671
"774" 3.04359008325264 1.09153659082949
"775" 2.30309129459783 2.4674406752456
"776" 1.09105263603851 1.20646116440184
"777" 1.4672807441093 1.59736759378575
"778" 3.08153781341389 2.33448257436976
"779" 1.77049046382308 1.11404556781054
"780" 1.72142879338935 1.27027550362982
"781" 2.23365027690306 1.46961565944366
"782" 1.70703650917858 0.832156692631543
"783" 1.88917441992089 1.06521598645486
"784" 1.34342814562842 0.981528192060068
"785" 0.907075167633593 0.946511224610731
"786" 1.57976679271087 1.29582358757034
"787" 1.03029321879148 0.836176959564909
"788" 1.24564548721537 1.61441059084609
"789" 2.2439985210076 1.39900083420798
"790" 1.94754733704031 1.27542449859902
"791" 1.86755359172821 1.3909039425198
"792" 2.05068999901414 1.35142680373974
"793" 0.966545487754047 0.891084782779217
"794" 2.08771369419992 1.57111533917487
"795" 2.60658497223631 1.10087452107109
"796" 2.03346120426431 0.885803594719619
"797" 1.54932441888377 2.34818640165031
"798" 0.907365274615586 1.34536501951516
"799" 2.97399150207639 2.44532111450098
"800" 1.11726954579353 1.20975743164308
"801" 1.65134153561667 1.17465351824649
"802" 1.74417237052694 0.58656959910877
"803" 1.45454883575439 1.55690011219122
"804" 0.876878215931356 1.56771058216691
"805" 3.51315973792225 1.62593582994305
"806" 1.43232182133943 1.16248886566609
"807" 3.37431893218309 1.40217863488942
"808" 1.4782331767492 1.1258711735718
"809" 1.79428343428299 0.903655481524765
"810" 3.48838318139315 2.44261221960187
"811" 1.84216673485935 1.63072391529568
"812" 1.31403016624972 0.692614583531395
"813" 4.72092593554407 1.22751546325162
"814" 2.82261714339256 1.05869898688979
"815" 2.43822271935642 1.97730097686872
"816" 3.1157945538871 1.77977953455411
"817" 4.28097230847925 0.960196278756484
"818" 2.33141570352018 1.17896588635631
"819" 1.32722005713731 0.66208346397616
"820" 1.93980403011665 2.02401401591487
"821" 1.63889596471563 1.28319848910905
"822" 2.71780876908451 1.42905574175529
"823" 2.25595843046904 2.31026589754038
"824" 3.07533754967153 2.07956850412302
"825" 1.66185127338395 1.03053388884291
"826" 2.50334507552907 1.68709547375329
"827" 2.12849981617182 1.51360996533185
"828" 3.11148385284469 1.1920651094988
"829" 1.20890874648467 1.20423909276724
"830" 1.79530907655135 1.60532064503059
"831" 2.02104957774282 1.23492738697678
"832" 3.20786800468341 1.45893071196042
"833" 1.30349820712581 1.04708410683088
"834" 2.26918808417395 1.78663427825086
"835" 2.13105004280806 1.31039066356607
"836" 2.95707490295172 0.847528488375247
"837" 3.06058264104649 1.98269171291031
"838" 1.85879469616339 2.23867735359818
"839" 2.35544514842331 2.46207330492325
"840" 1.82156015885994 1.76348538836464
"841" 2.385211836081 1.01702883839607
"842" 2.65590177848935 2.66560334363021
"843" 2.06245373934507 1.99348658556119
"844" 2.1835746220313 1.04246714385226
"845" 1.80445229168981 1.97560516302474
"846" 2.7524843858555 0.994725617347285
"847" 4.2070809006691 1.46227833582088
"848" 2.41796337766573 1.94319172645919
"849" 1.4005631627515 0.879889139905572
"850" 1.98471966898069 2.06843155436218
"851" 2.93958575464785 1.78252142854035
"852" 1.35506144491956 0.961384669644758
"853" 3.79865481052548 1.57960372511297
"854" 0.951377728488296 0.677884115139022
"855" 2.18631460797042 2.48669113963842
"856" 2.24948493065313 1.30162069573998
"857" 1.51739474618807 0.852434216067195
"858" 1.32166253402829 1.34183775866404
"859" 2.40618951851502 1.66204856825061
"860" 1.60407385323197 0.807437805924565
"861" 2.02321806689724 2.69901487277821
"862" 1.277343230322 1.22314915177412
"863" 1.34355239802971 1.04783377726562
"864" 2.26662018103525 2.17287551611662
"865" 1.68797008693218 2.00746037182398
"866" 1.83583429548889 1.86755784437992
"867" 2.81126698013395 1.16158574237488
"868" 1.45298779476434 1.20273459586315
"869" 2.41925299167633 1.81135655730031
"870" 2.55636891582981 2.34247671905905
"871" 2.47025251155719 1.70394629705697
"872" 3.06040997849777 1.41758421785198
"873" 1.90958942752331 0.658859009854496
"874" 2.27240009466186 2.30689560528845
"875" 1.97546289069578 1.41669938107952
"876" 4.14278161711991 2.0403121993877
"877" 0.897327370475978 1.03329768404365
"878" 1.56283234013245 1.58810989931226
"879" 2.02535696327686 1.0316942317877
"880" 1.7465255013667 1.1489828012418
"881" 1.67850794969127 1.2122727453243
"882" 1.14153390051797 1.05699831270613
"883" 1.60628079203889 0.784489958314225
"884" 0.905438745394349 0.704545121407136
"885" 1.78063987754285 1.60307623096742
"886" 3.41630507959053 1.5567109559197
"887" 0.963492279406637 1.73186500091106
"888" 1.2775214179419 0.786374707240611
"889" 1.0033704014495 0.987493464490399
"890" 1.98362286901101 1.58819629694335
"891" 0.531269768252969 1.09180956031196
"892" 1.59489565994591 1.35128088644706
"893" 1.86513663269579 1.22090590884909
"894" 1.14341600099578 0.443064565770328
"895" 0.699364230968058 0.893279926385731
"896" 1.26207805471495 1.05608418001793
"897" 1.72007798217237 2.92433152208105
"898" 2.54590190714225 2.00206134933978
"899" 1.95236533414572 1.57452195533551
"900" 2.41164247971028 2.0407605683431
"901" 1.07029029401019 1.02861900464632
"902" 1.82333140866831 1.41789906192571
"903" 1.64940376300365 2.28794508846477
"904" 2.16553177917376 1.49037479888648
"905" 1.50218966882676 1.48164079524577
"906" 1.38320076977834 0.503322025761008
"907" 3.65049354964867 1.43626707023941
"908" 4.88339876290411 2.05453164526261
"909" 2.70674989093095 1.82050895178691
"910" 1.90973960561678 1.47418205975555
"911" 1.72410849947482 1.5794681943953
"912" 1.70865803724155 1.70990966260433
"913" 3.59362435992807 1.61180057446472
"914" 1.83385540498421 1.70893796836026
"915" 2.57661230862141 1.6051768953912
"916" 2.7610951801762 1.74323727027513
"917" 3.7635467806831 2.8392759792041
"918" 3.91786994645372 3.23101798538119
"919" 1.70848292298615 1.69150356436148
"920" 1.75883010262623 0.584987910697237
"921" 1.58768309978768 0.90555033646524
"922" 4.3011659081094 1.64431449840777
"923" 2.89357954170555 2.02945508644916
"924" 2.13067950913683 1.30979213980027
"925" 1.20989150367677 1.41698695835657
"926" 5.02315033227205 1.55383615056053
"927" 3.19288161816075 1.4768013858702
"928" 1.63459120783955 1.06283297645859
"929" 2.92665352812037 2.88211443228647
"930" 2.09339070366696 1.59113628324121
"931" 1.74173128791153 1.58890179009177
"932" 2.36865858081728 1.07653110520914
"933" 2.36875167349353 1.70083383447491
"934" 3.10942970681936 1.70275684329681
"935" 1.77762333536521 0.80349005991593
"936" 3.42370512895286 2.2964612476062
"937" 3.13746097963303 1.97522768634371
"938" 2.33050811802968 1.20088616502471
"939" 1.54566363431513 0.901205423288047
"940" 1.42224533949047 1.28694262122735
"941" 1.24315880006179 1.44596058409661
"942" 3.57183535583317 1.87636964838021
"943" 1.53826463734731 1.89690026687458
"944" 1.35249445680529 1.41922593466006
"945" 3.25403502676636 2.1601670794189
"946" 3.32710557151586 2.12910756235942
"947" 2.11671501863748 0.900037757819518
"948" 2.85217090509832 3.09655553195626
"949" 2.3292943648994 1.37811128748581
"950" 1.57611602917314 1.07602351228707
"951" 2.81124327098951 2.30888796038926
"952" 1.83059649309143 1.15932558197528
"953" 1.52499745599926 1.56448296038434
"954" 1.34073144989088 2.03617219114676
"955" 2.31576666003093 1.41167811700143
"956" 1.57449674094096 1.66539711528458
"957" 2.28794653201476 0.868779575685039
"958" 2.56153798429295 1.96480007842183
"959" 1.47626928519458 1.55088538536802
"960" 2.09489305969328 1.78796065039933
"961" 1.33635052712634 0.873123503988609
"962" 1.86596312560141 1.6679297410883
"963" 1.99749102815986 3.07353995623998
"964" 1.14874362712726 0.669048910494894
"965" 3.53706957539544 4.35998213593848
"966" 1.96336131542921 2.11697653285228
"967" 4.16060838615522 2.62868430232629
"968" 1.38324015541002 1.70139533351175
"969" 2.24725231761113 1.70107824960724
"970" 1.89192573772743 0.64952936838381
"971" 1.45069408928975 1.54743883060291
"972" 1.66385567048565 1.26440058462322
"973" 1.82329179253429 1.59535662736744
"974" 1.17355255177245 0.837905472144485
"975" 2.54557412816212 1.5047900157515
"976" 3.65934568224475 1.47252249997109
"977" 1.7679531709291 0.999899945454672
"978" 1.84599765343592 1.50169992004521
"979" 4.64805961120874 1.37206725776196
"980" 3.68865344440565 1.6980317956768
"981" 2.05029612639919 0.983845168957487
"982" 3.04482341278344 1.99384892475791
"983" 2.52270808909088 2.02512315358035
"984" 2.98817490460351 1.94713379722089
"985" 0.806499291211367 0.719298551557586
"986" 2.02526025939733 1.71158390818164
"987" 3.6023817025125 2.59795947931707
"988" 1.5181087795645 1.25889352639206
"989" 1.40935842180625 0.567626821575686
"990" 0.999559194315225 0.396118982462212
"991" 1.66133486665785 1.9444095925428
"992" 2.36361427698284 1.0768896935042
"993" 3.1138526275754 2.3736274370458
"994" 2.28454138385132 0.909985549515113
"995" 2.56616348400712 2.22148217610084
"996" 4.37701068352908 1.87735097832046
"997" 2.08497909130529 2.03652017633431
"998" 2.48815450817347 1.27073298208416
"999" 2.48759357258677 1.57905692234635
"1000" 2.10466055432335 1.25139038893394
